,index,comment,n_star,date_time,label,segmented_comment
6395,6395,"Ở oppo androi có chặn cuộc_gọi rất thông_minh , còn qua vivo có_hạn chế cũng là chặn , ds đen , nhưng chán hơn . Những cái khác cũng tạm ổn",3,15/02/2020,{FEATURES#Negative};{GENERAL#Neutral};,"Ở oppo androi có chặn cuộc_gọi rất thông_minh , còn qua vivo có_hạn chế cũng là chặn , ds đen , nhưng chán hơn . Những cái khác cũng tạm ổn"
6396,6396,"Đã dùng 1 tháng , hài_lòng với sản_phẩm Pin trâu , chụp ảnh tạm được , sóng wifi thì hơi kém OK trong tầm giá",5,27/04/2020,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,"Đã dùng 1 tháng , hài_lòng với sản_phẩm Pin trâu , chụp ảnh tạm được , sóng wifi thì hơi kém OK trong tầm giá"
6397,6397,"Sản_phẩm cũ nhưng mặt lưng xước nhiều . Bên kĩ_thuật chưa reset lại máy . Bộ_nhớ hơi thấp , màn_hình hơi nhỏ . Còn lại chấp_nhận được trong tầm giá .",3,22/06/2020,{SCREEN#Negative};{STORAGE#Negative};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Neutral};,"Sản_phẩm cũ nhưng mặt lưng xước nhiều . Bên kĩ_thuật chưa reset lại máy . Bộ_nhớ hơi thấp , màn_hình hơi nhỏ . Còn lại chấp_nhận được trong tầm giá ."
6398,6398,Máy xài ok nhưng khi mở khoá vân tay thì bị lỗi ko nhận_dạng đc . Mong là phần_mềm sẽ cập_nhật sửa lỗi khoá bảo_mật vân tay cho dòg A 70 .,3,14/09/2019,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};,Máy xài ok nhưng khi mở khoá vân tay thì bị lỗi ko nhận_dạng đc . Mong là phần_mềm sẽ cập_nhật sửa lỗi khoá bảo_mật vân tay cho dòg A 70 .
6399,6399,Con này bắt sóng 4G với wifi không ổn_định . .,4,11/5/2020,{FEATURES#Negative};,Con này bắt sóng 4G với wifi không ổn_định . .
6400,6400,Đt bị nóng ở giửa máy đi đến đỉnh máy còn ở dưới lạnh ngắt.ko bt có bị lổi mềm mềm ko,2,12/5/2020,{OTHERS};,Đt bị nóng ở giửa máy đi đến đỉnh máy còn ở dưới lạnh ngắt.ko bt có bị lổi mềm mềm ko
6401,6401,Giá sản_phẩm vẫn quá là Chát.mặc dù máy đã ra đc gần 3 năm rồi.không biết iphone 11 ra_mắt giá 7plus còn chát vậy k ?,1,30/08/2019,{PRICE#Negative};,Giá sản_phẩm vẫn quá là Chát.mặc dù máy đã ra đc gần 3 năm rồi.không biết iphone 11 ra_mắt giá 7plus còn chát vậy k ?
6402,6402,"sản_phẩm nhỏ gọn , máy mượt , thiết_kế đẹp . chạy ứng_dụng tốt , bắt wifi tốt , IOS đọc báo rất mượt , font chữ đẹp . touch ID quá nhạy chê vào đâu được !",5,2/6/2018,{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};,"sản_phẩm nhỏ gọn , máy mượt , thiết_kế đẹp . chạy ứng_dụng tốt , bắt wifi tốt , IOS đọc báo rất mượt , font chữ đẹp . touch ID quá nhạy chê vào đâu được !"
6403,6403,"Em đã mua gần đc 1 tháng và sài thấy ổn mà , sao m.n có_vẻ bị lỗi nhiều vậy , giá tiền hợp_lí , cầm cũng khá thoải_mái , nhân_viên tư_vấn siêu nhiệt_tình , thoải_mái dễ_chịu",5,4/6/2020,{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Em đã mua gần đc 1 tháng và sài thấy ổn mà , sao m.n có_vẻ bị lỗi nhiều vậy , giá tiền hợp_lí , cầm cũng khá thoải_mái , nhân_viên tư_vấn siêu nhiệt_tình , thoải_mái dễ_chịu"
6404,6404,"Mình đã dùng được một tháng , vẫn rất mượt các game chơi thoải_mái không giật lag.Liên quân pubg combat ầm_ầm 1 trận chỉ 2-3% pin",5,4/7/2020,{PERFORMANCE#Positive};{OTHERS};,"Mình đã dùng được một tháng , vẫn rất mượt các game chơi thoải_mái không giật lag.Liên quân pubg combat ầm_ầm 1 trận chỉ 2-3% pin"
6405,6405,Sạc pin máy nóng và cả củ sạc nóng luôn ? Mọi thứ khác đều ổn trong tầm giá ... Nhân_viên tư_vấn rất nhiệt_tình,3,2 tuần trước,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,Sạc pin máy nóng và cả củ sạc nóng luôn ? Mọi thứ khác đều ổn trong tầm giá ... Nhân_viên tư_vấn rất nhiệt_tình
6406,6406,"Máy xài rất tốt trừ phần loa còn khá nhỏ , nhân_viên phục_vụ cực_kì nhiệt_tình , rất hài_lòng",4,17/02/2020,{FEATURES#Negative};{GENERAL#Positive};{SER&ACC#Positive};,"Máy xài rất tốt trừ phần loa còn khá nhỏ , nhân_viên phục_vụ cực_kì nhiệt_tình , rất hài_lòng"
6407,6407,"Tên tôi là Lộc super đẹp zai và khi dùng vsmart bee xanh dương tôi vô_cùng hài_lòng vì khi tôi dùng vsmart bee để bắn free fire tôi thấy mượt hơn những cái máy cũ , việc này giúp tôi leo rank dễ_dàng hơn , tôi yêu vsmart bee xanh dương .",5,30/03/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,"Tên tôi là Lộc super đẹp zai và khi dùng vsmart bee xanh dương tôi vô_cùng hài_lòng vì khi tôi dùng vsmart bee để bắn free fire tôi thấy mượt hơn những cái máy cũ , việc này giúp tôi leo rank dễ_dàng hơn , tôi yêu vsmart bee xanh dương ."
6408,6408,"Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lúc 23h30 đóng tất_cả ứng_dụng rồi mà tới 6h sáng mất 12% pin là sao , máy ông anh cũng note10 + mà mất có 5% là sao",3,27/01/2020,{BATTERY#Negative};,"Samsung galaxy note10 + bị tụt pin nhanh vậy sạc đầy 100% lúc 23h30 đóng tất_cả ứng_dụng rồi mà tới 6h sáng mất 12% pin là sao , máy ông anh cũng note10 + mà mất có 5% là sao"
6409,6409,"Sp cực tốt , pin cực trâu , camera tạm ổn , Máy chạy rất mượt , nên mua realme này",5,10/2/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"Sp cực tốt , pin cực trâu , camera tạm ổn , Máy chạy rất mượt , nên mua realme này"
6410,6410,"mới mua được 9-10 ngày rồi , mới_đầu thấy hơi giật giật , nhưng cập_nhật mấy hôm_nay xongl à ngon_lành , cảm_ứng mượt_mà , vân tay cũng nhạy , quá ngon luôn",5,13/06/2019,{FEATURES#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,"mới mua được 9-10 ngày rồi , mới_đầu thấy hơi giật giật , nhưng cập_nhật mấy hôm_nay xongl à ngon_lành , cảm_ứng mượt_mà , vân tay cũng nhạy , quá ngon luôn"
6411,6411,Mới mua hôm_qua máy iphone 7 plus cực mượt hơn máy con android trong cùng phân khúc nhưng pin hơi kém quá tối_ưu tốt là máy đáng mua nhất 2018,5,27/05/2018,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,Mới mua hôm_qua máy iphone 7 plus cực mượt hơn máy con android trong cùng phân khúc nhưng pin hơi kém quá tối_ưu tốt là máy đáng mua nhất 2018
6412,6412,"Thửa đất số 1618 , tờ bản_đồ 01 , khóm 1 , TT. Lai_Vung , H. Lai_Vung , T. Đồng_Tháp phục_vụ nhiệt_tình . Máy mạnh chơi game tốt",5,5/4/2020,{PERFORMANCE#Positive};{SER&ACC#Positive};,"Thửa đất số 1618 , tờ bản_đồ 01 , khóm 1 , TT. Lai_Vung , H. Lai_Vung , T. Đồng_Tháp phục_vụ nhiệt_tình . Máy mạnh chơi game tốt"
6413,6413,Pin tạm ổn . Chụp hình đẹp . Chơi game mượt . Nhân_viên phục_vụ nhiệt_tình . Lịch_sự . Chu_đáo : D,4,15/05/2019,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{SER&ACC#Positive};,Pin tạm ổn . Chụp hình đẹp . Chơi game mượt . Nhân_viên phục_vụ nhiệt_tình . Lịch_sự . Chu_đáo : D
6414,6414,"k hài_lòng lắm về pin và ảnh chụp khi room ra sẽ bị nhoè . đc cái chụp ảnh rất nhanh , ng đang chạy chụp k nhoè . màn_hình ám xanh k có chiều sâu như samsung a 50 . nói_chung mỗi cái cái ưu và nhược_điểm riêng",3,10/4/2019,{SCREEN#Negative};{CAMERA#Neutral};{BATTERY#Negative};{GENERAL#Neutral};,"k hài_lòng lắm về pin và ảnh chụp khi room ra sẽ bị nhoè . đc cái chụp ảnh rất nhanh , ng đang chạy chụp k nhoè . màn_hình ám xanh k có chiều sâu như samsung a 50 . nói_chung mỗi cái cái ưu và nhược_điểm riêng"
6415,6415,Mượt_mà vì diệu lướt game call of duty êm_đềm sắc_sảo ... Tuyệt_vời trong mức giá tầm_trung,5,9/8/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,Mượt_mà vì diệu lướt game call of duty êm_đềm sắc_sảo ... Tuyệt_vời trong mức giá tầm_trung
6416,6416,Điện_thoại tuột pin nhanh quá và hay nóng máy mong oppo điều_chỉnh lại càng sớm càng tốt,1,19/04/2020,{BATTERY#Negative};{PERFORMANCE#Negative};,Điện_thoại tuột pin nhanh quá và hay nóng máy mong oppo điều_chỉnh lại càng sớm càng tốt
6417,6417,Mình mới mua hàng Xiaomi Note9s thấy ghi thông_số kỹ_thuật là dùng chip 720G nhưng khi về kiểm_tra trên phần_mềm thì nó báo là chip 712 tgdd lừa khách_hàng rồi đề_nghị admin của tgdd kiểm_tra lại và ghi lại thông_số . Máy chạy game nóng,1,30/04/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};,Mình mới mua hàng Xiaomi Note9s thấy ghi thông_số kỹ_thuật là dùng chip 720G nhưng khi về kiểm_tra trên phần_mềm thì nó báo là chip 712 tgdd lừa khách_hàng rồi đề_nghị admin của tgdd kiểm_tra lại và ghi lại thông_số . Máy chạy game nóng
6418,6418,"Mua được 3 ngày máy dùng ok , pin trâu , chạy tương_đối mượt , chỉ có camera chụp hình không nét lắm",4,7/8/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,"Mua được 3 ngày máy dùng ok , pin trâu , chạy tương_đối mượt , chỉ có camera chụp hình không nét lắm"
6419,6419,Sản_phẩm tốt .... nhân_viên nhiệt_tình ... mỗi_tội trả_góp FE online hơi khó .... chơi game tốt ... rất đáng mua,5,26/07/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,Sản_phẩm tốt .... nhân_viên nhiệt_tình ... mỗi_tội trả_góp FE online hơi khó .... chơi game tốt ... rất đáng mua
6420,6420,"Cấu_hình mạnh , chơi game thoải_mái không nóng . Pin trâu dùng rất tốt . Điểm trừ là vỏ nhựa và máy quá dài nên đút_túi quần không vừa lắm .",4,13/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};,"Cấu_hình mạnh , chơi game thoải_mái không nóng . Pin trâu dùng rất tốt . Điểm trừ là vỏ nhựa và máy quá dài nên đút_túi quần không vừa lắm ."
6421,6421,"Máy đẹp , cảm_ứng phải nói rất mượt trong tầm giá.pin trâu . Nói_chung rất là hài_lòng về sản_phẩm",5,18/03/2019,{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};,"Máy đẹp , cảm_ứng phải nói rất mượt trong tầm giá.pin trâu . Nói_chung rất là hài_lòng về sản_phẩm"
6422,6422,Pin mau tụt . Cam gọi mess hơi tối . Cảm_ứng tệ khi chơi game còn lại ok vs giá tiền,5,17/06/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};,Pin mau tụt . Cam gọi mess hơi tối . Cảm_ứng tệ khi chơi game còn lại ok vs giá tiền
6423,6423,Mình mới mua Joy 3 mà sao mình thấy 2 bên loa nhưng chỉ nghe được mỗi bên phải . vậy cho mình hỏi có phải bị lỗi không ạ !,4,21/02/2020,{FEATURES#Negative};{OTHERS};,Mình mới mua Joy 3 mà sao mình thấy 2 bên loa nhưng chỉ nghe được mỗi bên phải . vậy cho mình hỏi có phải bị lỗi không ạ !
6424,6424,"Giá tốt . Máy ngon , đẹp , good . Chụp ảnh đẹp . Ít chơi game nên k cần mạnh lắm . Pin cũng lâu . Vừa xạc pn vừa tải 10 phim ~ gần 10 Gb , vừa xem online mà máy không nóng tí nào . Tốt đó . Khá hài_lòng . Nếu chip mạnh hơn tí nữa thì cho ai chơi game sẽ tốt hơn .",5,9/4/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"Giá tốt . Máy ngon , đẹp , good . Chụp ảnh đẹp . Ít chơi game nên k cần mạnh lắm . Pin cũng lâu . Vừa xạc pn vừa tải 10 phim ~ gần 10 Gb , vừa xem online mà máy không nóng tí nào . Tốt đó . Khá hài_lòng . Nếu chip mạnh hơn tí nữa thì cho ai chơi game sẽ tốt hơn ."
6425,6425,Máy mượt ok chụp ảnh chơi game đều ổn nhưng Hay bị quảng_cáo của google làm_sao hết vậy add,5,1 ngày trước,{CAMERA#Positive};{PERFORMANCE#Positive};,Máy mượt ok chụp ảnh chơi game đều ổn nhưng Hay bị quảng_cáo của google làm_sao hết vậy add
6426,6426,Máy pin dùng rất lâu . Máy mượt . Màn_hình xem rất tuyệt . Dùng mượt_mà . Tuy hơi to nhưng cầm ko vướng tay,5,30/04/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,Máy pin dùng rất lâu . Máy mượt . Màn_hình xem rất tuyệt . Dùng mượt_mà . Tuy hơi to nhưng cầm ko vướng tay
6427,6427,"Vân tay kém , hơi ướt là thua , nhận_diện khuôn_mặt yếu , lúc vui thì được , lúc buồn thì không . Nản . Sạc siêu nhanh , pin 4G cả ngày . Nói_chung là mua cũng được .",3,4 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Neutral};,"Vân tay kém , hơi ướt là thua , nhận_diện khuôn_mặt yếu , lúc vui thì được , lúc buồn thì không . Nản . Sạc siêu nhanh , pin 4G cả ngày . Nói_chung là mua cũng được ."
6428,6428,"Máy thiết_kế đẹp , hiệu_năng tốt cân đc game lq max setting với pubg , cam sau chụp rất đẹp nhưng cảm trước thì chụp hơi bị thiếu sức_sống ( kiểu như cam iPhone ) , pin trâu , tác_vụ bình_thường thì đc 8h , còn cày game thì hơn hơn 4h , nói_chung rất đáng tiền .. best choice tầm giá 4tr990",5,10/5/2019,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};,"Máy thiết_kế đẹp , hiệu_năng tốt cân đc game lq max setting với pubg , cam sau chụp rất đẹp nhưng cảm trước thì chụp hơi bị thiếu sức_sống ( kiểu như cam iPhone ) , pin trâu , tác_vụ bình_thường thì đc 8h , còn cày game thì hơn hơn 4h , nói_chung rất đáng tiền .. best choice tầm giá 4tr990"
6429,6429,"Máy dùng ổn mọi mặt , tuy_nhiên vân tay còn hơi chán , cập_nhật sẽ ổn hơn ! Giá còn cao so với hãng khác !",5,5/5/2019,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Positive};,"Máy dùng ổn mọi mặt , tuy_nhiên vân tay còn hơi chán , cập_nhật sẽ ổn hơn ! Giá còn cao so với hãng khác !"
6430,6430,"không biết những cái khác ntn nhưng so với cái mình đang sd thì rất tệ . gọi video call zalo hay mes thì đều có tiếng kêu rè rè rất khó_chịu , thậm_chí là rất thường_xuyên , đã tắt máy và khởi_động lại thì tình_trạng vẫn thế , còn nặng hơn . Còn mọi thứ khác đều rất ok . Không biết lỗi này xuất_phát từ đâu .",2,2 tuần trước,{FEATURES#Negative};{GENERAL#Neutral};{OTHERS};,"không biết những cái khác ntn nhưng so với cái mình đang sd thì rất tệ . gọi video call zalo hay mes thì đều có tiếng kêu rè rè rất khó_chịu , thậm_chí là rất thường_xuyên , đã tắt máy và khởi_động lại thì tình_trạng vẫn thế , còn nặng hơn . Còn mọi thứ khác đều rất ok . Không biết lỗi này xuất_phát từ đâu ."
6431,6431,Máy đẹp cảm_ứng nhanh chụp ảnh đep . Cảm_giác mau hết pin và mình không biết thông_số trên sạc làm tn để biết đó là cục sạc nhanh 15W mà sang sung_công bôs nhỉ,5,21/10/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{OTHERS};,Máy đẹp cảm_ứng nhanh chụp ảnh đep . Cảm_giác mau hết pin và mình không biết thông_số trên sạc làm tn để biết đó là cục sạc nhanh 15W mà sang sung_công bôs nhỉ
6432,6432,"Sản_phẩm phục_vụ nhu_cầu thông_thường của người già là hợp_lý , với người trẻ thì máy không đáp_ứng được . Với cùng tầm giá , nhiều sản_phẩm khác dùng sướng hơn nhiều . pin 5000 chỉ như 4000 thôi .",2,14/03/2020,{BATTERY#Negative};{PRICE#Neutral};{OTHERS};,"Sản_phẩm phục_vụ nhu_cầu thông_thường của người già là hợp_lý , với người trẻ thì máy không đáp_ứng được . Với cùng tầm giá , nhiều sản_phẩm khác dùng sướng hơn nhiều . pin 5000 chỉ như 4000 thôi ."
6433,6433,So với các dòng điện_thoại tầm trung thì A9 oppo 2020 là đỉnh của đỉnh.cấu hình cao chụp ảnh đẹp . Nhiều chế_độ ưu_việt thông_minh . mình rất hài_lòng sản_phẩm này.mặc dù trước_kia là fan của sam sung .,5,29/09/2019,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,So với các dòng điện_thoại tầm trung thì A9 oppo 2020 là đỉnh của đỉnh.cấu hình cao chụp ảnh đẹp . Nhiều chế_độ ưu_việt thông_minh . mình rất hài_lòng sản_phẩm này.mặc dù trước_kia là fan của sam sung .
